id,S148,S150
122202,False,False
122203,False,False
122204,False,False
122205,False,False
122206,False,False
122207,False,False
122208,False,False
122209,False,False
122210,False,False
122211,False,False
122212,False,False
122213,False,False
122214,False,False
122215,False,False
122216,False,False
122217,False,False
122218,False,False
122219,False,False
122220,False,False
122221,False,False
122222,False,False
122223,False,False
122224,False,False
122225,False,False
122226,False,False
122227,False,False
122228,False,False
122229,False,False
122230,False,False
122231,False,False
122232,False,False
122233,False,False
122234,False,False
122235,False,False
122236,False,False
122237,False,False
122238,False,False
122239,False,False
122240,False,False
122241,False,False
122242,False,False
122243,False,False
122244,False,False
122245,False,False
122246,False,False
122247,False,False
122248,False,False
122249,False,False
122250,False,False
122251,False,False
122252,False,False
122253,False,False
122254,False,False
122255,False,False
122256,False,False
122257,False,False
122258,False,False
122259,False,False
122260,False,False
122261,False,False
122262,False,False
122263,False,False
122264,False,False
122265,False,False
122266,False,False
122267,False,False
122268,False,False
122269,False,False
122270,False,False
122271,False,False
122272,False,False
122273,False,False
122274,False,False
122275,False,False
122276,False,False
122277,False,False
122278,False,False
122279,False,False
122280,False,False
122281,False,False
122282,False,False
122283,False,False
122284,False,False
122285,False,False
122286,False,False
122287,False,False
122288,False,False
122289,False,False
122290,False,False
122291,False,False
122292,False,False
122293,False,False
122294,False,False
122295,False,False
122296,False,False
122297,False,False
122298,False,False
122299,False,False
122300,False,False
122301,False,False
122302,False,False
122303,False,False
122304,False,False
122305,False,False
122306,False,False
122307,False,False
122308,False,False
122309,False,False
122310,False,False
122311,False,False
122312,False,False
122313,False,False
122314,False,False
122315,False,False
122316,False,False
122317,False,False
122318,False,False
122319,False,False
122320,False,False
122321,False,False
122322,False,False
122323,False,False
122324,False,False
122325,False,False
122326,False,False
122327,False,False
122328,False,False
122329,False,False
122330,False,False
122331,False,False
122332,False,False
122333,False,False
122334,False,False
122335,False,False
122336,False,False
122337,False,False
122338,False,False
122339,False,False
122340,False,False
122341,False,False
122342,False,False
122343,False,False
122344,False,False
122345,False,False
122346,False,False
122347,False,False
122348,False,False
122349,False,False
122350,False,False
122351,False,False
122352,False,False
122353,False,False
122354,False,False
122355,False,False
122356,False,False
122357,False,False
122358,False,False
122359,False,False
122360,False,False
122361,False,False
122362,False,False
122363,False,False
122364,False,False
122365,False,False
122366,False,False
122367,False,False
122368,False,False
122369,False,False
122370,False,False
122371,False,False
122372,False,False
122373,False,False
122374,False,False
122375,False,False
122376,False,False
122377,False,False
122378,False,False
122379,False,False
122380,False,False
122381,False,False
122382,False,False
122383,False,False
122384,False,False
122385,False,False
122386,False,False
122387,False,False
122388,False,False
122389,False,False
122390,False,False
122391,False,False
122392,False,False
122393,False,False
122394,False,False
122395,False,False
122396,False,False
122397,False,False
122398,False,False
122399,False,False
122400,False,False
122401,False,False
122402,False,False
122403,False,False
122404,False,False
122405,False,False
122406,False,False
122407,False,False
122408,False,False
122409,False,False
122410,False,False
122411,False,False
122412,False,False
122413,False,False
122414,False,False
122415,False,False
122416,False,False
122417,False,False
122418,False,False
122419,False,False
122420,False,False
122421,False,False
122422,False,False
122423,False,False
122424,False,False
122425,False,False
122426,False,False
122427,False,False
122428,False,False
122429,False,False
122430,False,False
122431,False,False
122432,False,False
122433,False,False
122434,False,False
122435,False,False
122436,False,False
122437,False,False
122438,False,False
122439,False,False
122440,False,False
122441,False,False
122442,False,False
122443,False,False
122444,False,False
122445,False,False
122446,False,False
122447,False,False
122448,False,False
122449,False,False
122450,False,False
122451,False,False
122452,False,False
122453,False,False
122454,False,False
122455,False,False
122456,False,False
122457,False,False
122458,False,False
122459,False,False
122460,False,False
122461,False,False
122462,False,False
122463,False,False
122464,False,False
122465,False,False
122466,False,False
122467,False,False
122468,False,False
122469,False,False
122470,False,False
122471,False,False
122472,False,False
122473,False,False
122474,False,False
122475,False,False
122476,False,False
122477,False,False
122478,False,False
122479,False,False
122480,False,False
122481,False,False
122482,False,False
122483,False,False
122484,False,False
122485,False,False
122486,False,False
122487,False,False
122488,False,False
122489,False,False
122490,False,False
122491,False,False
122492,False,False
122493,False,False
122494,False,False
122495,False,False
122496,False,False
122497,False,False
122498,False,False
122499,False,False
122500,False,False
122501,False,False
122502,False,False
122503,False,False
122504,False,False
122505,False,False
122506,False,False
122507,False,False
122508,False,False
122509,False,False
122510,False,False
122511,False,False
122512,False,False
122513,False,False
122514,False,False
122515,False,False
122516,False,False
122517,False,False
122518,False,False
122519,False,False
122520,False,False
122521,False,False
122522,False,False
122523,False,False
122524,False,False
122525,False,False
122526,False,False
122527,False,False
122528,False,False
122529,False,False
122530,False,False
122531,False,False
122532,False,False
122533,False,False
122534,False,False
122535,False,False
122536,False,False
122537,False,False
122538,False,False
122539,False,False
122540,False,False
122541,False,False
122542,False,False
122543,False,False
122544,False,False
122545,False,False
122546,False,False
122547,False,False
122548,False,False
122549,False,False
122550,False,False
122551,False,False
122552,False,False
122553,False,False
122554,False,False
122555,False,False
122556,False,False
122557,False,False
122558,False,False
122559,False,False
122560,False,False
122561,False,False
122562,False,False
122563,False,False
122564,False,False
122565,False,False
122566,False,False
122567,False,False
122568,False,False
122569,False,False
122570,False,False
122571,False,False
122572,False,False
122573,False,False
122574,False,False
122575,False,False
122576,False,False
122577,False,False
122578,False,False
122579,False,False
122580,False,False
122581,False,False
122582,False,False
122583,False,False
122584,False,False
122585,False,False
122586,False,False
122587,False,False
122588,False,False
122589,False,False
122590,False,False
122591,False,False
122592,False,False
122593,False,False
122594,False,False
122595,False,False
122596,False,False
122597,False,False
122598,False,False
122599,False,False
122600,False,False
122601,False,False
122602,False,False
122603,False,False
122604,False,False
122605,False,False
122606,False,False
122607,False,False
122608,False,False
122609,False,False
122610,False,False
122611,False,False
122612,False,False
122613,False,False
122614,False,False
122615,False,False
122616,False,False
122617,False,False
122618,False,False
122619,False,False
122620,False,False
122621,False,False
122622,False,False
122623,False,False
122624,False,False
122625,False,False
122626,False,False
122627,False,False
122628,False,False
122629,False,False
122630,False,False
122631,False,False
122632,False,False
122633,False,False
122634,False,False
122635,False,False
122636,False,False
122637,False,False
122638,False,False
122639,False,False
122640,False,False
122641,False,False
122642,False,False
122643,False,False
122644,False,False
122645,False,False
122646,False,False
122647,False,False
122648,False,False
122649,False,False
122650,False,False
122651,False,False
122652,False,False
122653,False,False
122654,False,False
122655,False,False
122656,False,False
122657,False,False
122658,False,False
122659,False,False
122660,False,False
122661,False,False
122662,False,False
122663,False,False
122664,False,False
122665,False,False
122666,False,False
122667,False,False
122668,False,False
122669,False,False
122670,False,False
122671,False,False
122672,False,False
122673,False,False
122674,False,False
122675,False,False
122676,False,False
122677,False,False
122678,False,False
122679,False,False
122680,False,False
122681,False,False
122682,False,False
122683,False,False
122684,False,False
122685,False,False
122686,False,False
122687,False,False
122688,False,False
122689,False,False
122690,False,False
122691,False,False
122692,False,False
122693,False,False
122694,False,False
122695,False,False
122696,False,False
122697,False,False
122698,False,False
122699,False,False
122700,False,False
122701,False,False
122702,False,False
122703,False,False
122704,False,False
122705,False,False
122706,False,False
122707,False,False
122708,False,False
122709,False,False
122710,False,False
122711,False,False
122712,True,False
122713,False,False
122714,False,False
122715,False,False
122716,False,False
122717,False,False
122718,False,False
122719,False,False
122720,False,False
122721,False,False
122722,False,False
122723,False,False
122724,False,False
122725,False,False
122726,False,False
122727,False,False
122728,False,False
122729,False,False
122730,False,False
122731,False,False
122732,False,False
122733,False,False
122734,False,False
122735,False,False
122736,False,False
122737,False,False
122738,False,False
122739,False,False
122740,False,False
122741,False,False
122742,False,False
122743,False,False
122744,False,False
122745,False,False
122746,False,False
122747,False,False
122748,False,False
122749,False,False
122750,False,False
122751,False,False
122752,False,False
122753,False,False
122754,False,False
122755,False,False
122756,False,False
122757,False,False
122758,False,False
122759,False,False
122760,False,False
122761,False,False
122762,False,False
122763,False,False
122764,False,False
122765,False,False
122766,False,False
122767,False,False
122768,False,False
122769,False,False
122770,False,False
122771,False,False
122772,False,False
122773,False,False
122774,False,False
122775,False,False
122776,False,False
122777,False,False
122778,False,False
122779,False,False
122780,False,False
122781,False,False
122782,False,False
122783,False,False
122784,False,False
122785,False,False
122786,False,False
122787,False,False
122788,False,False
122789,False,False
122790,False,False
122791,False,False
122792,False,False
122793,False,False
122794,False,False
122795,False,False
122796,False,False
122797,False,False
122798,False,False
122799,False,False
122800,False,False
122801,False,False
122802,False,False
122803,False,False
122804,False,False
122805,False,False
122806,False,False
122807,False,False
122808,False,False
122809,False,False
122810,False,False
122811,False,False
122812,False,False
122813,False,False
122814,False,False
122815,False,False
122816,False,False
122817,False,False
122818,False,False
122819,False,False
122820,False,False
122821,False,False
122822,False,False
122823,False,False
122824,False,False
122825,False,False
122826,False,False
122827,False,False
122828,False,False
122829,False,False
122830,False,False
122831,False,False
122832,False,False
122833,False,False
122834,False,False
122835,False,False
122836,False,False
122837,False,False
122838,False,False
122839,False,False
122840,False,False
122841,False,False
122842,False,False
122843,False,False
122844,False,False
122845,False,False
122846,False,False
122847,False,False
122848,False,False
122849,False,False
122850,False,False
122851,False,False
122852,False,False
122853,False,False
122854,False,False
122855,False,False
122856,False,False
122857,False,False
122858,False,False
122859,False,False
122860,False,False
122861,False,False
122862,False,False
122863,False,False
122864,False,False
122865,False,False
122866,False,False
122867,False,False
122868,False,False
122869,False,False
122870,True,True
122871,False,False
122872,False,False
122873,False,False
122874,False,False
122875,False,False
122876,False,False
122877,False,False
122878,False,False
122879,False,False
122880,False,False
122881,False,False
122882,False,False
122883,False,False
122884,False,False
122885,False,False
122886,False,False
122887,False,False
122888,False,False
122889,False,False
122890,False,False
122891,False,False
122892,False,False
122893,False,False
122894,False,False
122895,False,False
122896,False,False
122897,False,False
122898,False,False
122899,False,False
122900,False,False
122901,False,False
122902,False,False
122903,False,False
122904,False,False
122905,False,False
122906,False,False
122907,False,False
122908,False,False
122909,False,False
122910,False,False
122911,False,False
122912,False,False
122913,False,False
122914,False,False
122915,False,False
122916,False,False
122917,False,False
122918,False,False
122919,False,False
122920,False,False
122921,False,False
122922,False,False
122923,False,False
122924,False,False
122925,False,False
122926,False,False
122927,False,False
122928,False,False
122929,False,False
122930,False,False
122931,False,False
122932,False,False
122933,False,False
122934,False,False
122935,False,False
122936,False,False
122937,False,False
122938,False,False
122939,False,False
122940,False,False
122941,False,False
122942,False,False
122943,False,False
122944,False,True
122945,False,False
122946,False,False
122947,False,False
122948,False,False
122949,False,False
122950,False,False
122951,False,False
122952,False,False
122953,False,False
122954,False,False
122955,False,False
122956,False,False
122957,False,False
122958,False,False
122959,False,False
122960,False,False
122961,False,False
122962,False,False
122963,False,False
122964,False,False
122965,False,False
122966,False,False
122967,False,False
122968,False,False
122969,False,False
122970,False,False
122971,False,False
122972,False,False
122973,False,False
122974,False,False
122975,False,False
122976,False,False
122977,False,False
122978,False,False
122979,False,False
122980,False,False
122981,False,False
122982,False,False
122983,False,False
122984,False,False
122985,False,False
122986,False,False
122987,False,False
122988,False,False
122989,False,False
122990,False,False
122991,False,False
122992,False,False
122993,False,False
122994,False,False
122995,False,False
122996,False,False
122997,False,False
122998,False,False
122999,False,False
123000,False,False
123001,False,False
123002,False,False
123003,False,False
123004,False,False
123005,False,False
123006,False,False
123007,False,False
123008,False,False
123009,False,False
123010,False,False
123011,False,False
123012,False,False
123013,False,False
123014,False,False
123015,False,False
123016,False,False
123017,False,False
123018,False,False
123019,False,False
123020,False,False
123021,False,False
123022,False,False
123023,False,False
123024,False,False
123025,False,False
123026,False,False
123027,False,False
123028,False,False
123029,False,False
123030,False,False
123031,False,False
123032,False,False
123033,False,False
123034,False,False
123035,False,False
123036,False,False
123037,False,False
123038,False,False
123039,False,False
123040,False,False
123041,False,False
123042,False,False
123043,False,False
123044,False,False
123045,False,False
123046,False,False
123047,False,False
123048,False,False
123049,False,False
123050,False,False
123051,False,False
123052,False,False
123053,False,False
123054,False,False
123055,False,False
123056,False,False
123057,False,False
123058,False,False
123059,False,False
123060,False,False
123061,False,False
123062,False,False
123063,False,False
123064,False,False
123065,False,False
123066,False,False
123067,False,False
123068,False,False
123069,False,False
123070,False,False
123071,False,False
123072,False,False
123073,False,False
123074,False,False
123075,False,False
123076,False,False
123077,False,False
123078,False,False
123079,False,False
123080,False,False
123081,False,False
123082,False,False
123083,False,False
123084,False,False
123085,False,False
123086,False,False
123087,False,False
123088,False,False
123089,False,False
123090,False,False
123091,False,False
123092,False,False
123093,False,False
123094,False,False
123095,False,False
123096,False,False
123097,False,False
123098,False,False
123099,False,False
123100,False,False
123101,False,False
123102,False,False
123103,False,False
123104,False,False
123105,False,False
123106,False,False
123107,False,False
123108,False,False
123109,False,False
123110,False,False
123111,False,False
123112,False,False
123113,False,False
123114,False,False
123115,False,False
123116,False,False
123117,False,False
123118,False,False
123119,False,False
123120,False,False
123121,False,False
123122,False,False
123123,False,False
123124,False,False
123125,False,False
123126,False,False
123127,False,False
123128,False,False
123129,False,False
123130,False,False
123131,False,False
123132,False,False
123133,False,False
123134,False,False
123135,False,False
123136,False,False
123137,False,False
123138,False,False
123139,False,False
123140,False,False
123141,False,False
123142,False,False
123143,False,False
123144,False,False
123145,False,False
123146,False,False
123147,False,False
123148,False,False
123149,False,False
123150,False,False
123151,False,False
123152,False,False
123153,False,False
123154,False,False
123155,False,False
123156,False,False
123157,False,False
123158,False,False
123159,False,False
123160,False,False
123161,False,False
123162,False,False
123163,False,False
123164,False,False
123165,False,False
123166,False,False
123167,False,False
123168,False,False
123169,False,False
123170,False,False
123171,False,False
123172,False,False
123173,False,False
123174,False,False
123175,False,False
123176,False,False
123177,False,False
123178,False,False
123179,False,False
123180,False,False
123181,False,False
123182,False,False
123183,False,False
123184,False,False
123185,False,False
123186,False,False
123187,False,False
123188,False,False
123189,False,False
123190,False,False
123191,False,False
123192,False,False
123193,False,False
123194,False,False
123195,False,False
123196,False,False
123197,False,False
123198,False,False
123199,False,False
123200,False,False
123201,False,False
123202,False,False
123203,False,False
123204,False,False
123205,False,False
123206,False,False
123207,False,False
123208,False,False
123209,False,False
123210,False,False
123211,False,False
123212,False,False
123213,False,False
123214,False,False
123215,False,False
123216,False,False
123217,False,False
123218,False,False
123219,False,False
123220,False,False
123221,False,False
123222,False,False
123223,False,False
123224,False,False
123225,False,False
123226,False,False
123227,False,False
123228,False,False
123229,False,False
123230,False,False
123231,False,False
123232,False,False
123233,False,False
123234,False,False
123235,False,False
123236,False,False
123237,False,False
123238,False,False
123239,False,False
123240,False,False
123241,False,False
123242,False,False
123243,False,False
123244,False,False
123245,False,False
123246,False,False
123247,False,False
123248,False,False
123249,False,False
123250,False,False
123251,False,False
123252,False,False
123253,False,False
123254,False,False
123255,False,False
123256,False,False
123257,False,False
123258,False,False
123259,False,False
123260,False,False
123261,False,False
123262,False,False
123263,False,False
123264,False,False
123265,False,False
123266,False,False
123267,False,False
123268,False,False
123269,False,False
123270,False,False
123271,False,False
123272,False,False
123273,False,False
123274,False,False
123275,False,False
123276,False,False
123277,False,False
123278,False,False
123279,False,False
123280,False,False
123281,False,False
123282,False,False
123283,False,False
123284,False,False
123285,False,False
123286,False,False
123287,False,False
123288,False,False
123289,False,False
123290,False,False
123291,False,False
123292,False,False
123293,False,False
123294,False,False
123295,False,False
123296,False,False
123297,False,False
123298,False,False
123299,False,False
123300,False,False
123301,False,False
123302,False,False
123303,False,False
123304,False,False
123305,False,False
123306,False,False
123307,False,False
123308,False,False
123309,False,False
123310,False,False
123311,False,False
123312,False,False
123313,False,False
123314,False,False
123315,False,False
123316,False,False
123317,False,False
123318,False,False
123319,False,False
123320,False,False
123321,False,False
123322,False,False
123323,False,False
123324,False,False
123325,False,False
123326,False,False
123327,False,False
123328,False,False
123329,False,False
123330,False,False
123331,False,False
123332,False,False
123333,False,False
123334,False,False
123335,False,False
123336,False,False
123337,False,False
123338,False,False
123339,False,False
123340,False,False
123341,False,False
123342,False,False
123343,False,False
123344,False,False
123345,False,False
123346,False,False
123347,False,False
123348,False,False
123349,False,False
123350,False,False
123351,False,False
123352,False,False
123353,False,False
123354,False,False
123355,False,False
123356,False,False
123357,False,False
123358,False,False
123359,False,False
123360,False,False
123361,False,False
123362,False,False
123363,False,False
123364,False,False
123365,False,False
123366,False,False
123367,False,False
123368,False,False
123369,False,False
123370,False,False
123371,False,False
123372,False,False
123373,False,False
123374,False,False
123375,False,False
123376,False,False
123377,False,False
123378,False,False
123379,False,False
123380,False,False
123381,False,False
123382,False,False
123383,False,True
123384,False,True
123385,False,True
123386,False,False
123387,False,False
123388,False,False
123389,False,False
123390,False,False
123391,False,False
123392,False,False
123393,False,False
123394,False,False
123395,False,False
123396,False,False
123397,False,False
123398,False,False
123399,False,False
123400,False,False
123401,False,False
123402,False,False
123403,False,False
123404,False,False
123405,False,False
123406,False,False
123407,False,False
123408,False,False
123409,False,False
123410,False,False
123411,False,False
123412,False,False
123413,False,False
123414,False,False
123415,False,False
123416,False,False
123417,False,False
123418,False,False
123419,False,False
123420,False,False
123421,False,False
123422,False,False
123423,False,False
123424,False,False
123425,False,False
123426,False,False
123427,False,False
123428,False,False
123429,False,False
123430,False,False
123431,False,False
123432,False,False
123433,False,False
123434,False,False
123435,False,False
123436,False,False
123437,False,False
123438,False,False
123439,False,False
123440,False,False
123441,False,False
123442,False,False
123443,False,False
123444,False,False
123445,False,False
123446,False,False
123447,False,False
123448,False,False
123449,False,False
123450,False,False
123451,False,False
123452,False,False
123453,False,False
123454,False,False
123455,False,False
123456,False,False
123457,False,False
123458,False,False
123459,False,False
123460,False,False
123461,False,False
123462,False,False
123463,False,False
123464,False,False
123465,False,False
123466,False,False
123467,False,False
123468,False,False
123469,False,False
123470,False,False
123471,False,False
123472,False,False
123473,False,False
123474,False,False
123475,False,False
123476,False,False
123477,False,False
123478,False,False
123479,False,False
123480,False,False
123481,False,False
123482,False,False
123483,False,False
123484,False,False
123485,False,False
123486,False,False
123487,False,False
123488,False,False
123489,False,False
123490,False,False
123491,False,False
123492,False,False
123493,False,False
123494,False,False
123495,False,False
123496,False,False
123497,False,False
123498,False,False
123499,False,False
123500,False,False
123501,False,False
123502,False,False
123503,False,False
123504,False,False
123505,False,False
123506,False,False
123507,False,False
123508,False,False
123509,False,False
123510,False,False
123511,False,False
123512,False,False
123513,False,False
123514,False,False
123515,False,False
123516,False,False
123517,False,False
123518,False,False
123519,False,False
123520,False,False
123521,False,False
123522,False,False
123523,False,False
123524,False,False
123525,False,False
123526,False,False
123527,False,False
123528,False,False
123529,False,False
123530,False,False
123531,False,False
123532,False,False
123533,False,False
123534,False,False
123535,False,False
123536,False,False
123537,False,False
123538,False,False
123539,False,False
123540,False,False
123541,False,False
123542,False,False
123543,False,False
123544,False,False
123545,False,False
123546,False,False
123547,False,False
123548,False,False
123549,False,False
123550,False,False
123551,False,False
123552,False,False
123553,False,False
123554,False,False
123555,False,False
123556,False,False
123557,False,False
123558,False,False
123559,False,False
123560,False,False
123561,False,False
123562,False,False
123563,False,False
123564,False,False
123565,False,False
123566,False,False
123567,False,False
123568,False,False
123569,False,False
123570,False,False
123571,False,False
123572,False,False
123573,False,False
123574,False,False
123575,False,False
123576,False,False
123577,False,False
123578,False,False
123579,False,False
123580,False,False
123581,False,False
123582,False,False
123583,False,False
123584,False,False
123585,False,False
123586,False,False
123587,False,False
123588,False,False
123589,False,False
123590,False,False
123591,False,False
123592,False,False
123593,False,False
123594,False,False
123595,False,False
123596,False,False
123597,False,False
123598,False,False
123599,False,False
123600,False,False
123601,False,False
123602,False,False
123603,False,False
123604,False,False
123605,False,False
123606,False,False
123607,False,False
123608,False,False
123609,False,False
123610,False,False
123611,False,False
123612,False,False
123613,False,False
123614,False,False
123615,False,False
123616,False,False
123617,False,False
123618,False,False
123619,False,False
123620,False,False
123621,False,False
123622,False,False
123623,False,False
123624,False,False
123625,False,False
123626,False,False
123627,False,False
123628,False,False
123629,False,False
123630,False,False
123631,False,False
123632,False,False
123633,False,False
123634,False,False
123635,False,False
123636,False,False
123637,False,False
123638,False,False
123639,False,False
123640,False,False
123641,False,False
123642,False,False
123643,False,False
123644,False,False
123645,False,False
123646,False,False
123647,False,False
123648,False,False
123649,False,False
123650,False,False
123651,False,False
123652,True,True
123653,False,False
123654,False,False
123655,False,False
123656,False,False
123657,False,False
123658,False,False
123659,False,False
123660,False,False
123661,False,False
123662,False,False
123663,False,False
123664,False,False
123665,False,False
123666,False,False
123667,False,False
123668,False,False
123669,False,False
123670,False,False
123671,False,False
123672,False,False
123673,False,False
123674,False,False
123675,False,False
123676,False,False
123677,False,False
123678,False,False
123679,False,False
123680,False,False
123681,False,False
123682,False,False
123683,False,False
123684,False,False
123685,False,False
123686,False,False
123687,False,False
123688,False,False
123689,False,False
123690,False,False
123691,False,False
123692,False,False
123693,False,False
123694,False,False
123695,False,False
123696,False,False
123697,False,False
123698,False,False
123699,False,False
123700,False,False
123701,False,False
123702,False,False
123703,False,False
123704,False,False
123705,False,False
123706,False,False
123707,False,False
123708,False,False
123709,False,False
123710,False,False
123711,False,False
123712,False,False
123713,False,False
123714,False,False
123715,False,False
123716,False,False
123717,False,False
123718,False,False
123719,False,False
123720,False,False
123721,False,False
123722,False,False
123723,False,False
123724,False,False
123725,False,False
123726,False,False
123727,False,False
123728,False,False
123729,False,False
123730,False,False
123731,False,False
123732,False,False
123733,False,False
123734,False,False
123735,False,False
123736,False,False
123737,False,False
123738,False,False
123739,False,False
123740,False,False
123741,False,False
123742,False,False
123743,False,False
123744,False,False
123745,False,False
123746,False,False
123747,False,False
123748,False,False
123749,False,False
123750,False,False
123751,False,False
123752,False,False
123753,False,False
123754,False,False
123755,False,False
123756,False,False
123757,False,False
123758,False,False
123759,False,False
123760,False,False
123761,False,False
123762,False,False
123763,False,False
123764,False,False
123765,False,False
123766,False,False
123767,False,False
123768,False,False
123769,False,False
123770,False,False
123771,False,False
123772,False,False
123773,False,False
123774,False,False
123775,False,False
123776,False,False
123777,False,False
123778,False,False
123779,False,False
123780,False,False
123781,False,False
123782,False,False
123783,False,False
123784,False,False
123785,False,False
123786,False,False
123787,False,False
123788,False,False
123789,False,False
123790,False,False
123791,False,False
123792,False,False
123793,False,False
123794,False,False
123795,False,False
123796,False,False
123797,False,False
123798,False,False
123799,False,False
123800,False,False
123801,False,False
123802,False,False
123803,False,False
123804,False,False
123805,False,False
123806,False,False
123807,False,False
123808,False,False
123809,False,False
123810,False,False
123811,False,False
123812,False,False
123813,False,False
123814,False,False
123815,False,False
123816,False,False
123817,False,False
123818,False,False
123819,False,False
123820,False,False
123821,False,False
123822,False,False
123823,False,False
123824,False,False
123825,False,False
123826,False,False
123827,False,False
123828,False,False
123829,False,False
123830,False,False
123831,False,False
123832,False,False
123833,False,False
123834,False,False
123835,False,False
123836,False,False
123837,False,False
123838,False,False
123839,False,False
123840,False,False
123841,False,False
123842,False,False
123843,False,False
123844,False,False
123845,False,False
123846,False,False
123847,False,False
123848,False,False
123849,False,False
123850,False,False
123851,False,False
123852,False,False
123853,False,False
123854,False,False
123855,False,False
123856,False,False
123857,False,False
123858,False,False
123859,False,False
123860,False,False
123861,False,False
123862,False,False
123863,False,False
123864,False,False
123865,False,False
123866,False,False
123867,False,False
123868,False,False
123869,False,False
123870,False,False
123871,False,False
123872,False,False
123873,False,False
123874,False,False
123875,False,False
123876,False,False
123877,False,False
123878,False,False
123879,False,False
123880,False,False
123881,False,False
123882,False,False
123883,False,False
123884,False,False
123885,False,False
123886,False,False
123887,False,False
123888,False,False
123889,False,False
123890,False,False
123891,False,False
123892,False,False
123893,False,False
123894,False,False
123895,False,False
123896,False,False
123897,False,False
123898,False,False
123899,False,False
123900,False,False
123901,False,False
123902,False,False
123903,False,False
123904,False,False
123905,False,False
123906,False,False
123907,False,False
123908,False,False
123909,False,False
123910,False,False
123911,False,False
123912,False,False
123913,False,False
123914,False,False
123915,False,False
123916,False,False
123917,False,False
123918,False,False
123919,False,False
123920,False,False
123921,False,False
123922,False,False
123923,False,False
123924,False,False
123925,False,False
123926,False,False
123927,False,False
123928,False,False
123929,False,False
123930,False,False
123931,False,False
123932,False,False
123933,False,False
123934,False,False
123935,False,False
123936,False,False
123937,False,False
123938,False,False
123939,False,False
123940,False,False
123941,False,False
123942,False,False
123943,False,False
123944,False,False
123945,False,False
123946,False,False
123947,False,False
123948,False,False
123949,False,False
123950,False,False
123951,False,False
123952,False,False
123953,False,False
123954,False,False
123955,False,False
123956,False,False
123957,False,False
123958,False,False
123959,False,False
123960,False,False
123961,False,False
123962,False,False
123963,False,False
123964,False,False
123965,False,False
123966,False,False
123967,False,False
123968,False,False
123969,False,False
123970,False,False
123971,False,False
123972,False,False
123973,False,False
123974,False,False
123975,False,False
123976,False,False
123977,False,False
123978,False,False
123979,False,False
123980,False,False
123981,False,False
123982,False,False
123983,False,False
123984,False,False
123985,False,False
123986,False,False
123987,False,False
123988,False,False
123989,False,False
123990,False,False
123991,False,False
123992,False,False
123993,False,False
123994,False,False
123995,False,False
123996,False,False
123997,False,False
123998,False,False
123999,False,False
124000,False,False
124001,False,False
124002,False,False
124003,False,False
124004,False,False
124005,False,False
124006,False,False
124007,False,False
124008,False,False
124009,False,False
124010,False,False
124011,False,False
124012,False,False
124013,False,False
124014,False,False
124015,False,False
124016,False,False
124017,False,False
124018,False,False
124019,False,False
124020,False,False
124021,False,False
124022,False,False
124023,False,False
124024,False,False
124025,False,False
124026,False,False
124027,False,False
124028,False,False
124029,False,False
124030,False,False
124031,False,False
124032,False,False
124033,False,False
124034,False,False
124035,False,False
124036,False,False
124037,False,False
124038,False,False
124039,False,False
124040,False,False
124041,False,False
124042,False,False
124043,False,False
124044,False,False
124045,False,False
124046,False,False
124047,False,False
124048,False,False
124049,False,False
124050,False,False
124051,False,False
124052,False,False
124053,False,False
124054,False,False
124055,False,False
124056,False,False
124057,False,False
124058,False,False
124059,False,False
124060,False,False
124061,False,False
124062,False,False
124063,False,False
124064,False,False
124065,False,False
124066,False,False
124067,False,False
124068,False,False
124069,False,False
124070,False,False
124071,False,False
124072,False,False
124073,False,False
124074,False,False
124075,False,False
124076,False,False
124077,False,False
124078,False,False
124079,False,False
124080,False,False
124081,False,False
124082,False,False
124083,False,False
124084,False,False
124085,False,False
124086,False,False
124087,False,False
124088,False,False
124089,False,False
124090,False,False
124091,False,False
124092,False,False
124093,False,False
124094,False,False
124095,False,False
124096,False,False
124097,False,False
124098,False,False
124099,False,False
124100,False,False
124101,False,False
124102,False,False
124103,False,False
124104,False,False
124105,False,False
124106,False,False
124107,False,False
124108,False,False
124109,False,False
124110,False,False
124111,False,False
124112,False,False
124113,False,False
124114,False,False
124115,False,False
124116,False,False
124117,False,False
124118,False,False
124119,False,False
124120,False,False
124121,False,False
124122,False,False
124123,False,False
124124,False,False
124125,False,False
124126,False,False
124127,False,False
124128,False,False
124129,False,False
124130,False,False
124131,False,False
124132,False,False
124133,False,False
124134,False,False
124135,False,False
124136,False,False
124137,False,False
124138,False,False
124139,False,False
124140,False,False
124141,False,False
124142,False,False
124143,False,False
124144,False,False
124145,False,False
124146,False,False
124147,False,False
124148,False,False
124149,False,False
124150,False,False
124151,False,False
124152,False,False
124153,False,False
124154,False,False
124155,False,False
124156,False,False
124157,False,False
124158,False,False
124159,False,False
124160,False,False
124161,False,False
124162,False,False
124163,False,False
124164,False,False
124165,False,False
124166,False,False
124167,False,False
124168,False,False
124169,False,False
124170,False,False
124171,False,False
124172,False,False
124173,False,False
124174,False,False
124175,False,False
124176,False,False
124177,False,False
124178,False,False
124179,False,False
124180,False,False
124181,False,False
124182,False,False
124183,False,False
124184,False,False
124185,False,False
124186,False,False
124187,False,False
124188,False,False
124189,False,False
124190,False,False
124191,False,False
124192,False,False
124193,False,False
124194,False,False
124195,False,False
124196,False,False
124197,False,False
124198,False,False
124199,False,False
